name,category,description,image_url
葵花籽,nut_seed,葵花的种子，最常见的瓜子之一，富含维生素E和脂肪，常炒熟作零食。,https://via.placeholder.com/150/FFFF00/000000?Text=SunflowerSeed
白芝麻,nut_seed,白色芝麻籽，炒熟后香气浓郁，常用于凉拌、烘焙或撒在菜肴表面。,https://via.placeholder.com/150/FFFFFF/000000?Text=WhiteSesame
黑芝麻,nut_seed,黑色芝麻籽，营养价值高，常用于制作黑芝麻糊、甜点或染色。,https://via.placeholder.com/150/000000/FFFFFF?Text=BlackSesame
# --- 水果类 (Fruit) ---
橙子,fruit,酸甜多汁，富含维生素C，可直接食用或榨汁。,https://via.placeholder.com/150/FFA500/FFFFFF?Text=Orange
葡萄,fruit,成串生长，品种多样，酸甜可口，可酿酒或直接食用。,https://via.placeholder.com/150/800080/FFFFFF?Text=Grape
草莓,fruit,颜色鲜红，果肉酸甜，香气浓郁，适合生食或制作甜点。,https://via.placeholder.com/150/FF69B4/FFFFFF?Text=Strawberry
蓝莓,fruit,深蓝色小浆果，富含花青素，酸甜适中，可生食、制作果酱或烘焙。,https://via.placeholder.com/150/0000FF/FFFFFF?Text=Blueberry
西瓜,fruit,夏季主要水果，水分足，甘甜爽口，清热解暑。,https://via.placeholder.com/150/32CD32/FFFFFF?Text=Watermelon
芒果,fruit,热带水果，果肉香甜多汁，气味浓郁，可生食或制作甜品。,https://via.placeholder.com/150/FFD700/000000?Text=Mango
桃子,fruit,品种多样（水蜜桃、油桃等），果肉甜美多汁，夏季常见。,https://via.placeholder.com/150/FFDAB9/000000?Text=Peach
梨,fruit,清甜多汁，有润肺止咳功效，可生食或炖煮。,https://via.placeholder.com/150/F0E68C/000000?Text=Pear
火龙果,fruit,外形独特，果肉有白心和红心，口感清甜，富含纤维。,https://via.placeholder.com/150/FF1493/FFFFFF?Text=DragonFruit
猕猴桃,fruit,也称奇异果，富含维生素C，果肉酸甜，有绿色和黄色果肉品种。,https://via.placeholder.com/150/9ACD32/FFFFFF?Text=Kiwi
菠萝,fruit,热带水果，酸甜可口，带有特殊香气，需用盐水浸泡后食用。,https://via.placeholder.com/150/FFFF00/000000?Text=Pineapple
荔枝,fruit,果肉晶莹剔透，鲜甜多汁，是夏季受欢迎的水果，不宜多食。,https://via.placeholder.com/150/FFB6C1/000000?Text=Lychee
樱桃,fruit,小巧玲珑，颜色鲜红或紫红，口感酸甜，价格较高。,https://via.placeholder.com/150/DC143C/FFFFFF?Text=Cherry
柚子,fruit,大型柑橘类水果，果肉酸甜多汁，富含维生素C，秋冬季常见。,https://via.placeholder.com/150/FFFF00/000000?Text=Pomelo
金桔,fruit,小型柑橘，可连皮食用，味道酸甜带甘，常用于制作蜜饯或泡水。,https://via.placeholder.com/150/FFA500/FFFFFF?Text=Kumquat
山楂,fruit,味酸，有助消化，常用于制作糖葫芦、果丹皮或山楂酱。,https://via.placeholder.com/150/FF0000/FFFFFF?Text=Hawthorn
石榴,fruit,果实内含多粒红色或粉色籽粒，汁多味甜，富含抗氧化物。,https://via.placeholder.com/150/DC143C/FFFFFF?Text=Pomegranate
杨桃,fruit,横切面呈星形，果肉酸甜多汁，可生食或榨汁。,https://via.placeholder.com/150/FFD700/000000?Text=StarFruit
无花果,fruit,果实柔软香甜，富含糖分和纤维，可鲜食或制成果干、果酱。,https://via.placeholder.com/150/8B008B/FFFFFF?Text=Fig
榴莲,fruit,气味浓烈独特，果肉金黄软糯，被誉为“水果之王”。,https://via.placeholder.com/150/FFFFE0/000000?Text=Durian
山竹,fruit,热带水果，果壳紫黑，果肉洁白酸甜，被誉为“水果之后”。,https://via.placeholder.com/150/4B0082/FFFFFF?Text=Mangosteen
百香果,fruit,也称鸡蛋果，酸甜浓郁，香气独特，常用于制作饮品或甜点。,https://via.placeholder.com/150/800080/FFFFFF?Text=PassionFruit
牛油果,fruit,也称鳄梨，富含健康脂肪，口感绵密，常用于沙拉、制作酱料或直接食用。,https://via.placeholder.com/150/556B2F/FFFFFF?Text=Avocado
椰子,fruit,热带水果，椰汁清甜，椰肉可食用或制作椰蓉、椰奶。,https://via.placeholder.com/150/A0522D/FFFFFF?Text=Coconut
李子,fruit,品种多样，颜色各异，口感酸甜，夏季常见水果。,https://via.placeholder.com/150/DA70D6/FFFFFF?Text=Plum
杏,fruit,果肉橙黄，味甜或酸甜，可鲜食或制成果脯、杏仁。,https://via.placeholder.com/150/FFD700/000000?Text=Apricot
柿子,fruit,秋季水果，成熟后甜糯，有硬柿和软柿之分，也可制成柿饼。,https://via.placeholder.com/150/FFA500/FFFFFF?Text=Persimmon
黑莓,fruit,深紫色浆果，富含抗氧化物，口感酸甜，可生食或制作果酱。,https://via.placeholder.com/150/2F4F4F/FFFFFF?Text=Blackberry
覆盆子,fruit,也称树莓，红色或黑色浆果，酸甜可口，常用于制作甜点或果酱。,https://via.placeholder.com/150/DC143C/FFFFFF?Text=Raspberry
# --- 谷物/主食类 (Grain) ---
糯米,grain,黏性大，常用于制作粽子、汤圆、年糕等传统食品。,https://via.placeholder.com/150/F5F5F5/000000?Text=GlutinousRice
小米,grain,黄色小颗粒谷物，营养丰富，易消化，常用于熬粥。,https://via.placeholder.com/150/FFEC8B/000000?Text=Millet
燕麦,grain,健康谷物，富含膳食纤维，可煮粥或制作燕麦片早餐。,https://via.placeholder.com/150/EDEAE0/000000?Text=Oats
意面,grain,意大利面食，种类繁多（长条、螺旋、通心粉等），搭配不同酱料。,https://via.placeholder.com/150/F4A460/FFFFFF?Text=Pasta
面包,grain,以面粉为主要原料发酵烘烤而成，是西方主食，种类多样。,https://via.placeholder.com/150/DEB887/000000?Text=Bread
馒头,grain,中式发酵面点，口感松软，是北方常见主食。,https://via.placeholder.com/150/FFF8DC/000000?Text=SteamedBun
面条,grain,用谷物或豆类的面粉加水和成面团后压或拉成的条状食品，做法多样。,https://via.placeholder.com/150/FAF0E6/000000?Text=Noodles
玉米面,grain,玉米磨成的粉，可制作窝头、玉米饼、玉米糊等粗粮食品。,https://via.placeholder.com/150/FFDAB9/000000?Text=Cornmeal
红薯,grain,也称地瓜、番薯，淀粉含量高，味甜，可蒸、烤或煮粥，也可作粗粮主食。,https://via.placeholder.com/150/FFA07A/FFFFFF?Text=SweetPotato
紫薯,grain,薯类，颜色紫黑，富含花青素，口感比红薯略干，营养价值高。,https://via.placeholder.com/150/8A2BE2/FFFFFF?Text=PurpleSweetPotato
荞麦,grain,健康谷物，富含膳食纤维和芦丁，可制作荞麦面、荞麦饭。,https://via.placeholder.com/150/D2B48C/000000?Text=Buckwheat
黑米,grain,黑色稻米，富含花青素和多种营养，常用于煮粥或制作米饭。,https://via.placeholder.com/150/2F4F4F/FFFFFF?Text=BlackRice
紫米,grain,带有天然紫色素的糯米，常用于制作甜品、八宝饭或粥。,https://via.placeholder.com/150/800080/FFFFFF?Text=PurpleGlutinousRice
高粱米,grain,粗粮，可酿酒（高粱酒）或食用，口感较粗糙。,https://via.placeholder.com/150/CD853F/FFFFFF?Text=Sorghum
薏米,grain,也称薏苡仁，有利水渗湿、健脾止泻功效，常用于煮粥或煲汤。,https://via.placeholder.com/150/F5F5DC/000000?Text=PearlBarley
青稞,grain,藏区主要粮食作物，可制作糌粑、青稞酒等。,https://via.placeholder.com/150/BDB76B/000000?Text=HighlandBarley
玉米糁,grain,玉米破碎后的小颗粒，常用于煮粥或制作糊状食品。,https://via.placeholder.com/150/FFDEAD/000000?Text=CornGrits
粉丝,grain,由绿豆、红薯等淀粉制成的细条状食品，口感爽滑，常用于炖菜、炒菜或凉拌。,https://via.placeholder.com/150/E0FFFF/000000?Text=Vermicelli
粉条,grain,比粉丝粗的淀粉制品，口感更Q弹，常用于炖菜，如猪肉炖粉条。,https://via.placeholder.com/150/F0FFF0/000000?Text=ThickVermicelli
年糕,grain,糯米或粳米制成的糕状主食，可炒、煮、烤或制作汤年糕。,https://via.placeholder.com/150/FFFFFF/000000?Text=RiceCake
# --- 香料/调料类 (Spice) ---
花椒,spice,具有麻香味的调料，是川菜的灵魂之一，能去腥增香。,https://via.placeholder.com/150/A0522D/FFFFFF?Text=SichuanPepper
八角,spice,也称大料，星形香料，气味芳香浓郁，常用于炖肉、卤味。,https://via.placeholder.com/150/8B4513/FFFFFF?Text=StarAnise
桂皮,spice,肉桂树的树皮，香味浓郁，常用于炖煮肉类、卤味或制作甜点。,https://via.placeholder.com/150/D2691E/FFFFFF?Text=Cinnamon
香叶,spice,月桂树的叶子，带有清香味，常用于炖肉、汤类、酱料中提香。,https://via.placeholder.com/150/228B22/FFFFFF?Text=BayLeaf
小茴香,spice,籽粒状香料，气味芳香，常用于炖肉、腌制或制作五香粉。,https://via.placeholder.com/150/BDB76B/000000?Text=FennelSeed
孜然,spice,也称枯茗，气味浓烈独特，是烧烤、新疆菜中常用的香料。,https://via.placeholder.com/150/CD853F/FFFFFF?Text=Cumin
辣椒粉,spice,干辣椒磨成的粉末，提供辣味，颜色鲜红，用于调味或腌制。,https://via.placeholder.com/150/FF0000/FFFFFF?Text=ChiliPowder
干辣椒,spice,新鲜辣椒晒干而成，辣度各异，常用于川菜、湘菜等爆香或炖煮。,https://via.placeholder.com/150/B22222/FFFFFF?Text=DriedChili
白胡椒粉,spice,白胡椒粒磨成的粉，辛辣味较黑胡椒柔和，常用于汤羹、腌料。,https://via.placeholder.com/150/F5F5F5/000000?Text=WhitePepper
五香粉,spice,多种香料（如八角、花椒、桂皮等）混合磨成的粉，用于腌制、炖煮。,https://via.placeholder.com/150/C4A484/000000?Text=FiveSpicePowder
咖喱粉,spice,多种香料（如姜黄、辣椒、茴香等）混合制成的调料，用于制作咖喱菜肴。,https://via.placeholder.com/150/FFDB58/000000?Text=CurryPowder
姜黄粉,spice,姜黄根茎磨成的粉，颜色金黄，是咖喱的主要成分，有特殊香气。,https://via.placeholder.com/150/FFC40C/000000?Text=Curmeric
蚝油,spice,用牡蛎熬制并配制成的调味料，味道鲜美，常用于粤菜提鲜。,https://via.placeholder.com/150/778899/FFFFFF?Text=OysterSauce
醋,spice,酸味调料，种类繁多（米醋、陈醋、白醋等），用于调味、解腻、开胃。,https://via.placeholder.com/150/D2B48C/000000?Text=Vinegar
料酒,spice,烹饪用酒，主要成分是黄酒，用于去腥增香，尤其在肉类烹饪中常用。,https://via.placeholder.com/150/F0E68C/000000?Text=CookingWine
芝麻酱,spice,炒熟的芝麻磨制成的酱，香味浓郁，常用于凉拌、火锅蘸料或制作面点。,https://via.placeholder.com/150/D1B784/000000?Text=SesamePaste
豆瓣酱,spice,蚕豆、辣椒等发酵制成的酱料，咸辣鲜香，是川菜常用调料（如郫县豆瓣）。,https://via.placeholder.com/150/800000/FFFFFF?Text=BeanPaste
番茄酱,spice,由成熟番茄制成的酱状浓缩制品，酸甜可口，常用于西餐或蘸料。,https://via.placeholder.com/150/FF6347/FFFFFF?Text=Ketchup
沙拉酱,spice,乳化型调味酱，主要成分是植物油、蛋黄和醋，用于拌沙拉或制作三明治。,https://via.placeholder.com/150/FFFACD/000000?Text=Mayonnaise
芥末,spice,由芥菜籽研磨而成，具有强烈刺激性辛辣味，常用于日料或凉拌。,https://via.placeholder.com/150/E6E6FA/000000?Text=Mustard
豆豉,spice,大豆发酵制成的调味料，风味独特，常用于制作豆豉鲮鱼、豆豉排骨等。,https://via.placeholder.com/150/000000/FFFFFF?Text=FermentedBlackBeans
鱼露,spice,鱼虾发酵提取的汁液，味道极鲜，是东南亚菜肴常用调料。,https://via.placeholder.com/150/D2691E/FFFFFF?Text=FishSauce
虾酱,spice,小虾发酵制成的酱料，气味浓烈，味道鲜咸，常用于炒菜或蘸料。,https://via.placeholder.com/150/FF7F50/FFFFFF?Text=ShrimpPaste
甜面酱,spice,面粉发酵制成的甜味酱料，常用于北京烤鸭蘸酱或制作炸酱面。,https://via.placeholder.com/150/A0522D/FFFFFF?Text=SweetBeanSauce
腐乳,spice,豆腐发酵制品，有红方、白方、青方等，风味独特，可佐餐或调味。,https://via.placeholder.com/150/CD5C5C/FFFFFF?Text=FermentedBeanCurd
XO酱,spice,源自香港的高级酱料，用多种海鲜干货、火腿、辣椒等制成，味道鲜辣。,https://via.placeholder.com/150/8B0000/FFFFFF?Text=XOSauce
沙茶酱,spice,复合调味酱，主要成分有花生、鱼虾、芝麻等，味道香浓微辣，常用于火锅或炒菜。,https://via.placeholder.com/150/B8860B/FFFFFF?Text=SataySauce
味噌,spice,日本传统调味料，大豆发酵而成，用于制作味噌汤或腌制。,https://via.placeholder.com/150/DEB887/000000?Text=MisoPaste
味醂,spice,也称米淋，日本料理中常用的甜味烹饪酒，能去腥增甜提鲜。,https://via.placeholder.com/150/F0E68C/000000?Text=Mirin
清酒,spice,日本传统米酒，可饮用或用于烹饪调味。,https://via.placeholder.com/150/ADD8E6/000000?Text=Sake
塔巴斯科辣椒酱,spice,美国产辣椒酱，酸辣开胃，常用于西餐调味。,https://via.placeholder.com/150/FF0000/FFFFFF?Text=TabascoSauce
喼汁,spice,也称伍斯特沙司，英国产酸甜微辣调味汁，常用于西餐或粤式点心蘸料。,https://via.placeholder.com/150/A52A2A/FFFFFF?Text=WorcestershireSauce
# --- 香草类 (Herb) ---
薄荷,herb,气味清凉芳香，可用于制作饮品、甜点、沙拉或作为菜肴点缀。,https://via.placeholder.com/150/98FB98/000000?Text=Mint
迷迭香,herb,带有松木和胡椒的混合香气，常用于西餐烤肉、腌料或搭配土豆。,https://via.placeholder.com/150/778899/FFFFFF?Text=Rosemary
百里香,herb,也称麝香草，香气温和，带有泥土芬芳，常用于炖煮、烤肉、汤类。,https://via.placeholder.com/150/D8BFD8/000000?Text=Thyme
欧芹,herb,也称西芹、荷兰芹，叶片卷曲或扁平，香气清新，常用于西餐装饰或调味。,https://via.placeholder.com/150/3CB371/FFFFFF?Text=Parsley
莳萝,herb,羽状叶片，带有类似茴香的清香味，常用于搭配鱼类、制作腌菜或沙拉。,https://via.placeholder.com/150/AFEEEE/000000?Text=Dill
葱,herb,中餐常用调味蔬菜，分为大葱、小葱（香葱）等，用于爆香、去腥、点缀。,https://via.placeholder.com/150/90EE90/000000?Text=Scallion
牛至,herb,也称披萨草，香气浓郁，是意大利菜和披萨中常用的香草。,https://via.placeholder.com/150/90EE90/000000?Text=Oregano
鼠尾草,herb,香气强烈，略带苦涩，常用于搭配油腻肉类或制作馅料。,https://via.placeholder.com/150/B0C4DE/000000?Text=Sage
香茅,herb,也称柠檬草，带有柠檬香气，是东南亚菜肴中常用的香料，可泡茶或入馔。,https://via.placeholder.com/150/9ACD32/FFFFFF?Text=Lemongrass
紫苏,herb,叶片紫色或绿色，香气独特，可用于搭配海鲜、制作泡菜或泡水饮用。,https://via.placeholder.com/150/8A2BE2/FFFFFF?Text=Perilla
艾草,herb,有特殊香气，常用于制作青团等传统食品，也有药用价值。,https://via.placeholder.com/150/2E8B57/FFFFFF?Text=Mugwort
# --- 油类 (Oil) ---
菜籽油,oil,由油菜籽压榨而成，是中国南方常用的烹饪油，有特殊香气。,https://via.placeholder.com/150/FFD700/000000?Text=RapeseedOil
葵花籽油,oil,由葵花籽压榨而成，颜色浅黄，气味清淡，适合各种烹饪方式。,https://via.placeholder.com/150/FFFF00/000000?Text=SunflowerOil
玉米油,oil,由玉米胚芽压榨而成，颜色金黄，烟点较高，适合煎炸和日常炒菜。,https://via.placeholder.com/150/FFDA43/000000?Text=CornOil
大豆油,oil,由大豆压榨而成，是最常见的烹饪油之一，价格经济。,https://via.placeholder.com/150/F0E68C/000000?Text=SoybeanOil
芝麻油,oil,也称香油、麻油，由芝麻压榨而成，香气浓郁，常用于凉拌、汤羹或点缀。,https://via.placeholder.com/150/DAA520/FFFFFF?Text=SesameOil
黄油（澄清）,oil,去除水分和乳固体的纯黄油脂肪，烟点更高，适合高温煎炸。,https://via.placeholder.com/150/FFEB3B/000000?Text=Ghee
猪油,oil,由猪脂肪熬制而成，香味独特，能使菜肴更香滑，中式点心也常用。,https://via.placeholder.com/150/FFF8DC/000000?Text=Lard
核桃油,oil,由核桃仁压榨而成，富含不饱和脂肪酸，适合凉拌或作为婴幼儿辅食油。,https://via.placeholder.com/150/F5DEB3/000000?Text=WalnutOil
亚麻籽油,oil,富含Omega-3脂肪酸，有特殊风味，不耐高温，适合凉拌或直接饮用。,https://via.placeholder.com/150/FFD700/000000?Text=FlaxseedOil
椰子油,oil,由椰肉提取，有浓郁椰香，固态或液态，可用于烹饪或烘焙。,https://via.placeholder.com/150/FFFFFF/000000?Text=CoconutOil
棕榈油,oil,从油棕果肉中榨取，价格低廉，广泛用于食品工业和煎炸。,https://via.placeholder.com/150/FFA500/FFFFFF?Text=PalmOil
米糠油,oil,由米糠提取，烟点较高，富含谷维素，适合各种烹饪。,https://via.placeholder.com/150/F0E68C/000000?Text=RiceBranOil
# --- 其他类 (Other) ---
酵母,other,微生物，常用于面点、面包的发酵，使面团膨松。,https://via.placeholder.com/150/F5F5DC/000000?Text=Yeast
泡打粉,other,化学膨松剂，用于快速制作蛋糕、饼干等，使其蓬松。,https://via.placeholder.com/150/FFFFFF/000000?Text=BakingPowder
小苏打,other,也称碳酸氢钠，可作膨松剂，也可用于清洁或中和酸性。,https://via.placeholder.com/150/E6E6FA/000000?Text=BakingSoda
淀粉,other,多种来源（玉米淀粉、土豆淀粉、木薯淀粉等），用于勾芡、挂糊或制作点心。,https://via.placeholder.com/150/FFF5EE/000000?Text=Starch
吉利丁,other,也称明胶，动物胶原蛋白提取物，用于制作果冻、慕斯等凝固甜点。,https://via.placeholder.com/150/FFFAF0/000000?Text=Gelatin
琼脂,other,也称寒天，植物性凝固剂，由海藻提取，用于制作果冻、羊羹等。,https://via.placeholder.com/150/F0FFF0/000000?Text=AgarAgar
枸杞,other,红色小浆果干，性温，有明目、滋补功效，常用于泡水、煲汤或粥品。,https://via.placeholder.com/150/FF6347/FFFFFF?Text=GojiBerry
红枣,other,枣的干制品，味甜，有补气养血功效，可直接食用、泡水或入饌。,https://via.placeholder.com/150/B22222/FFFFFF?Text=RedDate
冰糖,other,大块结晶糖，甜度较白砂糖低，常用于炖品、糖水或泡茶。,https://via.placeholder.com/150/ADD8E6/000000?Text=RockSugar
蜂蜜,other,蜜蜂采集花蜜酿制而成，天然甜味剂，富含多种营养，可直接食用或调饮。,https://via.placeholder.com/150/FFB90F/000000?Text=Honey
茶叶,other,茶树的叶子或芽，经加工后可泡饮，种类繁多，风味各异。,https://via.placeholder.com/150/2E8B57/FFFFFF?Text=TeaLeaves
咖啡豆,other,咖啡树的果实种子，经烘焙研磨后可冲泡成咖啡饮品。,https://via.placeholder.com/150/6F4E37/FFFFFF?Text=CoffeeBean
饮用水,other,生命之源，无色无味透明液体，烹饪和饮用都不可或缺。,https://via.placeholder.com/150/ADD8E6/0000FF?Text=Water
魔芋,other,低热量高纤维食品，本身无味，口感Q弹，常用于制作魔芋丝、魔芋豆腐等。,https://via.placeholder.com/150/D3D3D3/000000?Text=Konjac
葛根粉,other,由葛根提取的淀粉，有清热解毒功效，可冲泡成糊状食用。,https://via.placeholder.com/150/FAFAD2/000000?Text=KudzuRootPowder
芡实,other,也称鸡头米，水生植物的果实，有健脾益肾功效，常用于煲汤或煮粥。,https://via.placeholder.com/150/F5F5DC/000000?Text=EuryaleSeed
莲子,other,莲的果实，有清心安神功效，可制作甜品、煲汤或入药。,https://via.placeholder.com/150/FFF8DC/000000?Text=LotusSeed
百合,other,百合花的鳞茎，有润肺止咳功效，可制作甜品、煲汤或炒菜。,https://via.placeholder.com/150/FFF0F5/000000?Text=LilyBulb
桂圆,other,也称龙眼肉，荔枝的近亲，晒干后为桂圆干，有补益心脾功效。,https://via.placeholder.com/150/D2691E/FFFFFF?Text=Longan
话梅,other,梅子腌制加工而成，酸甜可口，生津止渴，可作零食或泡水。,https://via.placeholder.com/150/B03060/FFFFFF?Text=PreservedPlum
葡萄干,other,葡萄晒干而成，甜度高，可作零食或用于烘焙、制作沙拉。,https://via.placeholder.com/150/800000/FFFFFF?Text=Raisin
蔓越莓干,other,蔓越莓果实制成的果干，酸甜适中，富含抗氧化物，常用于烘焙或零食。,https://via.placeholder.com/150/DC143C/FFFFFF?Text=DriedCranberry
食用色素,other,用于给食物着色的添加剂，有天然色素和人工合成色素。,https://via.placeholder.com/150/FF00FF/FFFFFF?Text=FoodColoring
香草精,other,从香草豆荚中提取的浓缩香料，用于烘焙和制作甜点，提供香草风味。,https://via.placeholder.com/150/F5DEB3/000000?Text=VanillaExtract
# --- 新增的 100+ 条数据 ---
# --- 蔬菜类 (Vegetable) - 续 ---
白萝卜,vegetable,根茎类蔬菜，水分足，略带辛辣味，适合炖汤、腌制或炒食。,https://via.placeholder.com/150/FFFFFF/000000?Text=WhiteRadish
青萝卜,vegetable,颜色青绿，口感脆甜，适合生食、凉拌或腌制。,https://via.placeholder.com/150/90EE90/000000?Text=GreenRadish
心里美萝卜,vegetable,外皮绿色，内里粉红，口感脆甜多汁，适合生食凉拌。,https://via.placeholder.com/150/FF69B4/FFFFFF?Text=WatermelonRadish
圆白菜,vegetable,也称包菜、卷心菜，口感清甜脆嫩，适合手撕、清炒、煮汤或制作泡菜。,https://via.placeholder.com/150/F0FFF0/000000?Text=Cabbage
花菜,vegetable,也称菜花，富含维生素C，口感爽脆，适合清炒、干锅或凉拌。,https://via.placeholder.com/150/F5F5DC/000000?Text=Cauliflower
小番茄,fruit,小型番茄品种，酸甜度高，颜色多样，适合生食、沙拉或作为配菜。(从 vegetable 移到 fruit),https://via.placeholder.com/150/FF6347/FFFFFF?Text=CherryTomato
圣女果,fruit,特指一种常见的小番茄品种，味道甜美。(从 vegetable 移到 fruit),https://via.placeholder.com/150/FF4500/FFFFFF?Text=CherryTomato
荷兰番茄,vegetable,大型番茄，多汁，适合制作沙拉、三明治或烹饪。,https://via.placeholder.com/150/FF0000/FFFFFF?Text=BeefsteakTomato
彩椒,vegetable,颜色鲜艳（黄、红、橙），口感清甜无辣味，富含维生素C，适合生食、炒菜或烤制。,https://via.placeholder.com/150/FFFF00/000000?Text=BellPepper
尖椒,vegetable,细长型辣椒，辣度中等或偏高，常用于炒菜或烧烤。,https://via.placeholder.com/150/32CD32/FFFFFF?Text=LongChili
线椒,vegetable,细长如线，辣度较高，常用于爆炒或制作辣椒油。,https://via.placeholder.com/150/228B22/FFFFFF?Text=ThreadChili
豆角,legume,长条形豆荚，需彻底煮熟，口感脆嫩，适合干煸或炒肉。(从 vegetable 移到 legume),https://via.placeholder.com/150/6B8E23/FFFFFF?Text=YardlongBean
豇豆,legume,一种细长型豆角，口感清脆，适合炒食或腌制。(从 vegetable 移到 legume),https://via.placeholder.com/150/8FBC8F/FFFFFF?Text=Cowpea
秋黄瓜,vegetable,秋季收获的黄瓜，口感脆硬，更适合腌制或做酱菜。,https://via.placeholder.com/150/32CD32/FFFFFF?Text=AutumnCucumber
丝瓜,vegetable,夏季常见瓜果，口感软滑，适合清炒或煮汤。,https://via.placeholder.com/150/98FB98/000000?Text=Loofah
冬瓜尖,vegetable,冬瓜的嫩叶和藤蔓，口感嫩滑，常用于清炒或做汤。,https://via.placeholder.com/150/ADD8E6/000000?Text=WinterMelonTip
佛手瓜尖,vegetable,佛手瓜的嫩芽，口感嫩滑，常用于清炒。,https://via.placeholder.com/150/90EE90/000000?Text=ChayoteTip
地瓜叶,vegetable,红薯的嫩叶，富含维生素，口感嫩滑，适合清炒或做汤。,https://via.placeholder.com/150/ADFF2F/000000?Text=SweetPotatoLeaves (Duplicate, check)
马齿苋,herb,一种野生草本植物，口感滑嫩，略带酸味，有清热解毒功效，适合凉拌或做馅。(从 vegetable 移到 herb/other),https://via.placeholder.com/150/BDB76B/000000?Text=Purslane
香椿,herb,香椿树的嫩芽，带有特殊香味，春季时令蔬菜，适合炒鸡蛋或凉拌。(从 vegetable 移到 herb),https://via.placeholder.com/150/8B4513/FFFFFF?Text=ToonaSinensis
蒲公英,herb,一种野菜，略带苦味，有清热解毒功效，适合凉拌或做汤。(从 vegetable 移到 herb/other),https://via.placeholder.com/150/FFD700/000000?Text=Dandelion
榆钱,other,榆树的翅果，形状如铜钱，口感清甜软糯，春季可食用，适合蒸、拌或煮粥。(从 vegetable 移到 other),https://via.placeholder.com/150/F5F5DC/000000?Text=ElmSeed
面筋,other,面粉中的蛋白质，口感有嚼劲，可炒、烤、煮。(从 grain/vegetable 移到 other),https://via.placeholder.com/150/FFDEAD/000000?Text=Seitan
# --- 水果类 (Fruit) - 续 ---
哈密瓜,fruit,甜瓜的一种，果肉香甜多汁，夏季常见水果。,https://via.placeholder.com/150/FFA500/FFFFFF?Text=HamiMelon
香瓜,fruit,甜瓜的一种，清甜多汁，种类繁多。,https://via.placeholder.com/150/FFFFE0/000000?Text=Muskmelon
木瓜,fruit,热带水果，有青木瓜和熟木瓜，前者可作蔬菜，后者香甜软糯。,https://via.placeholder.com/150/FFDAB9/000000?Text=Papaya
火龙果花,other,火龙果树的花朵，可食用，口感滑嫩，常用于炒菜或做汤。(从 fruit 移到 other/vegetable),https://via.placeholder.com/150/DDA0DD/000000?Text=DragonFruitFlower
番石榴,fruit,也称芭乐，口感清脆或软糯，味道酸甜，富含维生素C。,https://via.placeholder.com/150/9ACD32/FFFFFF?Text=Guava
杨梅,fruit,小型红色或紫红色浆果，酸甜多汁，夏季时令水果。,https://via.placeholder.com/150/DC143C/FFFFFF?Text=Bayberry
桑葚,fruit,桑树的果实，成熟后呈紫黑色，酸甜多汁，可生食或制作果酱、泡酒。,https://via.placeholder.com/150/4B0082/FFFFFF?Text=Mulberry
红毛丹,fruit,热带水果，外壳有红色软刺，果肉白色透明，甜中带酸。,https://via.placeholder.com/150/FF0000/FFFFFF?Text=Rambutan
龙眼,fruit,也称桂圆，荔枝的近亲，果肉白色透明，甘甜多汁，不耐储存。,https://via.placeholder.com/150/CD853F/FFFFFF?Text=Longan (Duplicate with Other/桂圆) -> Keep as fruit
油桃,fruit,光滑无毛的桃子，口感脆甜，夏季常见。,https://via.placeholder.placeholder.com/150/FFDAB9/000000?Text=Nectarine
蟠桃,fruit,形状扁平的桃子，果肉甜美多汁。,https://via.placeholder.com/150/FFB6C1/000000?Text=FlatPeach
恐龙蛋李,fruit,一种李子品种，外皮青色，果肉红色，甜脆多汁。,https://via.placeholder.com/150/90EE90/000000?Text=DinosaurEggPlum
车厘子,fruit,进口的大樱桃，颜色深红，口感甜脆。,https://via.placeholder.com/150/800000/FFFFFF?Text=Cherries
树莓,fruit,也称覆盆子，红色浆果，酸甜可口，富含维生素和抗氧化物。(Duplicate with Fruit/覆盆子) -> Keep as fruit
圣女果,fruit,小型番茄品种，酸甜多汁。(Duplicate with Vegetable/圣女果),https://via.placeholder.com/150/FF4500/FFFFFF?Text=CherryTomato -> Keep as fruit
# --- 肉类 (Meat) - 续 ---
T骨牛排,meat,牛排部位之一，包含T形骨，一侧是菲力，一侧是西冷，适合煎烤。,https://via.placeholder.com/150/A52A2A/FFFFFF?Text=T-BoneSteak
菲力牛排,meat,牛里脊最嫩的部分，脂肪少，肉质细嫩，适合煎烤。,https://via.placeholder.com/150/8B0000/FFFFFF?Text=FiletMignon
西冷牛排,meat,牛外脊部分，带一点点肥边，口感有嚼劲，适合煎烤。,https://via.placeholder.com/150/B22222/FFFFFF?Text=SirloinSteak
战斧牛排,meat,带骨的肋眼牛排，形状像斧头，肉质肥美多汁，适合烤制。,https://via.placeholder.com/150/A0522D/FFFFFF?Text=TomahawkSteak
带骨猪排,meat,猪的肋骨部分，带骨，肉质鲜美，适合煎、烤、炸或红烧。,https://via.placeholder.com/150/CD853F/FFFFFF?Text=Bone-inPorkChop
鸡心,meat,鸡的心脏，口感脆韧，常用于烧烤、卤制或爆炒。(从 poultry 移到 meat?),https://via.placeholder.com/150/FF6347/FFFFFF?Text=ChickenHeart -> Keep in poultry
